Defects4j commit hash,Found by McLocalizer,Defects4J bug scope,McLocalizer bug scope,Bug scope precision,Bug scope recall
3ce4716848eb71b6e78a4545a2cc0c27e74a29b3,1,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PureFunctionIdentifier,com.google.javascript.jscomp.FunctionInformationMap; com.google.javascript.jscomp.Instrumentation; com.google.javascript.jscomp.ExpressionDecomposer; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PureFunctionIdentifier; com.google.javascript.rhino.Node,0.3333333333333333,1.0
c25df7eca2462861bf42ad8b74215099c3f81ae6,1,com.google.javascript.jscomp.CoalesceVariableNames; com.google.javascript.jscomp.parsing.JsDocInfoParser,com.google.javascript.jscomp.CoalesceVariableNames; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.CompilerInput; com.google.javascript.jscomp.JSModuleGraph; com.google.javascript.jscomp.LiveVariablesAnalysis; com.google.javascript.jscomp.parsing.JsDocInfoParser,0.3333333333333333,1.0
7eaa0d8eca2549742649af34671eaf3da83b5c08,1,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.RemoveConstantExpressions,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.RemoveConstantExpressions; com.google.javascript.rhino.jstype.UnionTypeBuilder,0.5,1.0
465282f1ca28a208b06c47b55fd292d4631c55da,1,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.FunctionBuilder; com.google.javascript.rhino.jstype.FunctionType,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.FunctionBuilder; com.google.javascript.rhino.jstype.FunctionType,1.0,1.0
dff6e0114f19c20aeb63393d67aa0880ff5745b5,1,com.google.javascript.jscomp.CodeGenerator,com.google.javascript.jscomp.CheckMissingReturn; com.google.javascript.jscomp.CodeGenerator,0.5,1.0
35d56dd1fadec0ed50797d222de4e05f78bbf1c9,1,com.google.javascript.rhino.jstype.JSType,com.google.javascript.jscomp.FunctionInfo; com.google.javascript.jscomp.FunctionInformationMap; com.google.javascript.jscomp.Instrumentation; com.google.javascript.jscomp.InstrumentationTemplate; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.ExportTestFunctions; com.google.javascript.jscomp.SourceInformationAnnotator; com.google.javascript.jscomp.parsing.IRFactory; com.google.javascript.rhino.Node; com.google.javascript.rhino.RhinoException; com.google.javascript.rhino.jstype.JSType,0.09090909090909091,1.0
82a9956c6337d2f5d4a94ebe624d64faa54d9182,1,com.google.javascript.jscomp.CheckGlobalThis; com.google.javascript.jscomp.RuntimeTypeCheck,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CheckGlobalThis; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.RuntimeTypeCheck,0.5,1.0
f86b8929454da31fbc59cbf95293c7138e0b8200,1,com.google.javascript.jscomp.PeepholeFoldConstants; com.google.javascript.jscomp.SourceMap,com.google.javascript.jscomp.PeepholeFoldConstants; com.google.javascript.jscomp.Position; com.google.javascript.jscomp.SourceMap,0.6666666666666666,1.0
053636cbd1a8fb97e55b4f82bc4b5bee8beaf47e,1,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.CompilerOptions,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.ClosureCodingConvention; com.google.javascript.jscomp.CodingConvention; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DefaultCodingConvention; com.google.javascript.jscomp.GoogleCodingConvention,0.5,1.0
bf8fc4533884f914182f861576808e71c18410cc,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypedScopeCreator,1.0,1.0
fe58a5d1750bab2c5d1d0ef16102c1000e761bd8,1,com.google.javascript.jscomp.CommandLineRunner,com.google.javascript.jscomp.CommandLineRunner,1.0,1.0
de491e70b971caca03f07531c2caf97b878cd1ff,1,com.google.javascript.rhino.jstype.FunctionType,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypeCheck; com.google.javascript.rhino.jstype.FunctionType,0.3333333333333333,1.0
86caf52b53f53d8b83e9c1092f4b15ddeb6ca5bb,1,com.google.javascript.jscomp.Normalize; com.google.javascript.jscomp.SyntacticScopeCreator,com.google.javascript.jscomp.AliasExternals; com.google.javascript.jscomp.Normalize; com.google.javascript.jscomp.SyntacticScopeCreator,0.6666666666666666,1.0
09ed556367fbe81b3003881dfacad643939664c0,1,com.google.javascript.jscomp.TypeCheck; com.google.javascript.jscomp.TypeValidator,com.google.javascript.jscomp.TypeCheck; com.google.javascript.jscomp.TypeValidator,1.0,1.0
ba0119710233a1be87c10c5e71424dc5922cc627,1,com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback; com.google.javascript.jscomp.Scope,com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback; com.google.javascript.jscomp.Scope,1.0,1.0
f39bbdd39c9ec2136f0a58a677bd2fdae77075a2,1,com.google.javascript.jscomp.CollapseProperties,com.google.javascript.jscomp.CollapseProperties,1.0,1.0
41acde3e8e5e8d37ade765b41d9fd29861f03e5e,1,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.parsing.IRFactory; com.google.javascript.jscomp.RenamePrototypes,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.RenamePrototypes; com.google.javascript.jscomp.parsing.IRFactory; com.google.javascript.rhino.Node,0.6,1.0
fcccf543e85a214f0948d1ac5cab3fa05363e845,1,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.DiagnosticGroups,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.DiagnosticGroups,1.0,1.0
a4f32ed8acef2880288fe9559f8c60fba444bbe3,1,com.google.javascript.jscomp.InlineFunctions,com.google.javascript.jscomp.InlineFunctions,1.0,1.0
29312d9f6d01e6c1fce4da0a644881c83864549f,1,com.google.javascript.jscomp.Compiler,com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.PeepholeFoldConstants,0.5,1.0
89441fcc27e2d7f36d7b2f3990bbc894235bb5b4,1,com.google.javascript.jscomp.PeepholeFoldConstants,com.google.javascript.jscomp.PeepholeFoldConstants,1.0,1.0
3395eb68a19a8492196df62fb9e38c814de80f08,1,com.google.javascript.jscomp.Scope; com.google.javascript.jscomp.ScopedAliases,com.google.javascript.jscomp.Scope; com.google.javascript.jscomp.ScopedAliases,1.0,1.0
f5bcee992bf149fa39f9eafc870ea2046d5809b4,1,com.google.javascript.jscomp.AnalyzePrototypeProperties; com.google.javascript.jscomp.CrossModuleMethodMotion,com.google.javascript.jscomp.AnalyzePrototypeProperties; com.google.javascript.jscomp.CrossModuleMethodMotion,1.0,1.0
e414f154d5c4dae483f251ebeb2d9ef598aaa0f6,1,com.google.javascript.rhino.jstype.ArrowType,com.google.javascript.jscomp.TypeValidator; com.google.javascript.rhino.jstype.ArrowType,0.5,1.0
61336bdc14f94b57ba58042f958c2a3227a55a3f,1,com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.ObjectType; com.google.javascript.rhino.jstype.RecordType; com.google.javascript.rhino.jstype.RecordTypeBuilder,com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.ObjectType; com.google.javascript.rhino.jstype.RecordType; com.google.javascript.rhino.jstype.RecordTypeBuilder,1.0,1.0
8d58355140bfdfbfc85c4629b90ed1d78225b520,1,com.google.javascript.rhino.jstype.PrototypeObjectType,com.google.javascript.jscomp.TypeInference; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.PrototypeObjectType; com.google.javascript.rhino.jstype.ProxyObjectType; com.google.javascript.rhino.jstype.UnionType,0.2,1.0
d58006a939b740ea78dc61128065a6fdb8f303ca,1,com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter; com.google.javascript.rhino.jstype.JSType,com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter; com.google.javascript.rhino.jstype.JSType,1.0,1.0
b675d1da9d5f8b36849db4943f580969105901a4,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.Scope; com.google.javascript.jscomp.TypeInference; com.google.javascript.jscomp.TypedScopeCreator,0.2,1.0
ac239c7c53aa4d6c3105f600dec8af69da530883,1,com.google.javascript.rhino.jstype.ArrowType; com.google.javascript.rhino.jstype.EquivalenceMethod; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.RecordType; com.google.javascript.rhino.jstype.UnionType,com.google.javascript.rhino.jstype.ArrowType; com.google.javascript.rhino.jstype.EquivalenceMethod; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.RecordType; com.google.javascript.rhino.jstype.UnionType,1.0,1.0
49f54b28376a4ed5f72ec52d314020bd1f6cf3c6,1,com.google.javascript.jscomp.FlowSensitiveInlineVariables,com.google.javascript.jscomp.ControlFlowGraph; com.google.javascript.jscomp.FlowSensitiveInlineVariables; com.google.javascript.jscomp.MustBeReachingVariableDef,0.3333333333333333,1.0
6d38965a1e0a3a61435b9bebc91ff1ba0a64013a,1,com.google.javascript.jscomp.TypeInference; com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypeInference; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.Node,0.6666666666666666,1.0
ce86cc8e460060e1280f365f22ccd5c375e2f5ed,1,com.google.javascript.jscomp.TypedScopeCreator,com.google.javascript.jscomp.TypedScopeCreator,1.0,1.0
e96ce395944edfe9ba8e9de6b475cb64a7f8d626,1,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,1.0,1.0
d2b3ca66b6088c1c08437c120ae215d91d313b7c,1,com.google.javascript.jscomp.JsAst; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.ScopedAliases,com.google.javascript.jscomp.JsAst; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.ScopedAliases,1.0,1.0
038da2119223818ee1c56eaf600a583f755f9b30,1,com.google.javascript.jscomp.FunctionInjector,com.google.javascript.jscomp.FunctionInjector,1.0,1.0
aeed47f424d93d9ff82e0782fca53259829362b1,1,com.google.javascript.jscomp.TypeInference,com.google.javascript.jscomp.TypeInference,1.0,1.0
